FULL_PATH,FILE_NAME,EXTENSION,SIZE_BYTES,CREATED_UTC,MODIFIED_UTC,SOURCE_ROLE,COPY_STATUS,HYDRATION_STATUS,EXPERIMENT_ID,CANONICAL_ID,SOURCE_EXISTS,SENSITIVE_PATH,RUNTIME_OR_LIBRARY,COPY_OR_PROVENANCE_AUDIT,CROSS_CANONICAL_OVERLAP,OTHER_CANONICAL_MATCHES,DESTINATION_BUCKET,HYDRATION_AUDIT_CLASS,SOURCE_CLUSTER,AUDIT_VERSION
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\09_CONFIRMATORY_CONTRASTS.csv,09_CONFIRMATORY_CONTRASTS.csv,.csv,2959,2026-09-10T19:55:03.2270826Z,2026-09-10T19:55:03.2280812Z,RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,05_OUTPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\10_SPLIT_REPLICATION.csv,10_SPLIT_REPLICATION.csv,.csv,632,2026-09-10T19:55:24.8324359Z,2026-09-10T19:55:24.8334332Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\11_DOSE_RESPONSE.csv,11_DOSE_RESPONSE.csv,.csv,196,2026-09-10T19:55:25.0012882Z,2026-09-10T19:55:25.0012882Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,04_RAW,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\12_SURFACE_INVARIANCE.csv,12_SURFACE_INVARIANCE.csv,.csv,272,2026-09-10T19:55:26.4667767Z,2026-09-10T19:55:26.4680733Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\13_PERTURBATION_LADDER.csv,13_PERTURBATION_LADDER.csv,.csv,208,2026-09-10T19:55:26.4690728Z,2026-09-10T19:55:26.4690728Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\14_MISSING_CELLS.csv,14_MISSING_CELLS.csv,.csv,29,2026-09-10T19:54:21.9288706Z,2026-09-10T19:54:21.9306549Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,04_RAW,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\15_FINAL_SUMMARY.json,15_FINAL_SUMMARY.json,.json,20018,2026-09-10T19:55:26.4774836Z,2026-09-10T19:55:26.4784516Z,AUTHORITY_OR_FREEZE|RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,05_OUTPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,PHASE8B_R2
C:\RSOS\V5_FOREST_FORENSIC_FULL.py,V5_FOREST_FORENSIC_FULL.py,.py,62838,2026-09-10T18:56:54.0222963Z,2026-09-10T18:56:54.0232849Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V5_FOREST_FORENSIC_FULL.py,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\00_FROZEN_RUNNER.py,00_FROZEN_RUNNER.py,.py,62838,2026-09-10T22:16:33.3401439Z,2026-09-10T18:56:54.0000000Z,AUTHORITY_OR_FREEZE|RUNNER,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\00_RUNNER_SHA256.txt,00_RUNNER_SHA256.txt,.txt,66,2026-09-10T22:16:33.3401439Z,2026-09-10T18:57:02.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\01_RAW_RESPONSES.jsonl,01_RAW_RESPONSES.jsonl,.jsonl,9228243,2026-09-10T22:16:33.3566333Z,2026-09-10T19:54:20.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,04_RAW,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\03_FROZEN_SPECIFICATION.json,03_FROZEN_SPECIFICATION.json,.json,3943,2026-09-10T22:16:33.4393468Z,2026-09-10T18:57:02.0000000Z,AUTHORITY_OR_FREEZE|PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\04_FROZEN_SPECIFICATION_SHA256.txt,04_FROZEN_SPECIFICATION_SHA256.txt,.txt,66,2026-09-10T22:16:33.4731489Z,2026-09-10T18:57:02.0000000Z,AUTHORITY_OR_FREEZE|PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\05_FROZEN_PROMPTS.csv,05_FROZEN_PROMPTS.csv,.csv,2758557,2026-09-10T22:16:33.4731489Z,2026-09-10T18:57:04.0000000Z,AUTHORITY_OR_FREEZE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\06_SCORED_RESPONSES.csv,06_SCORED_RESPONSES.csv,.csv,1721335,2026-09-10T22:16:33.5047279Z,2026-09-10T19:54:28.0000000Z,RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,04_RAW,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\07_SEED_LEVEL_RESULTS.csv,07_SEED_LEVEL_RESULTS.csv,.csv,217570,2026-09-10T22:16:33.5777218Z,2026-09-10T19:54:32.0000000Z,RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,02_INPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\08_CONDITION_RESULTS.csv,08_CONDITION_RESULTS.csv,.csv,2024,2026-09-10T22:16:33.5900246Z,2026-09-10T19:54:32.0000000Z,RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,05_OUTPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\09_CONFIRMATORY_CONTRASTS.csv,09_CONFIRMATORY_CONTRASTS.csv,.csv,2959,2026-09-10T22:16:33.6067454Z,2026-09-10T19:55:02.0000000Z,RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,05_OUTPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\10_SPLIT_REPLICATION.csv,10_SPLIT_REPLICATION.csv,.csv,632,2026-09-10T22:16:33.6232130Z,2026-09-10T19:55:24.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\11_DOSE_RESPONSE.csv,11_DOSE_RESPONSE.csv,.csv,196,2026-09-10T22:16:33.6399575Z,2026-09-10T19:55:24.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,04_RAW,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\12_SURFACE_INVARIANCE.csv,12_SURFACE_INVARIANCE.csv,.csv,272,2026-09-10T22:16:33.6626766Z,2026-09-10T19:55:26.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\13_PERTURBATION_LADDER.csv,13_PERTURBATION_LADDER.csv,.csv,208,2026-09-10T22:16:33.6733331Z,2026-09-10T19:55:26.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,UNCLASSIFIED,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\14_MISSING_CELLS.csv,14_MISSING_CELLS.csv,.csv,29,2026-09-10T22:16:33.6965017Z,2026-09-10T19:54:20.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,04_RAW,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\15_FINAL_SUMMARY.json,15_FINAL_SUMMARY.json,.json,20018,2026-09-10T22:16:33.7102789Z,2026-09-10T19:55:26.0000000Z,AUTHORITY_OR_FREEZE|RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-001,CAN-V5-FOREST,True,False,False,False,False,,05_OUTPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,PHASE8B_R2
