RUN_ID,CANONICAL_ID,CANONICAL_NAME,SOURCE_PATH,SIZE_BYTES_RECORDED,ROLE_SIGNALS,SELECTION_SOURCE,KNOWN_SHA256,HISTORICAL_STATUS,ACTUAL_SIZE_BYTES,DESTINATION_BUCKET,DESTINATION_PATH,PREFLIGHT_STATUS,BLOCK_REASON
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\07_SEED_LEVEL_RESULTS.csv,50057,RESULT,PHASE8F_R2_PRESERVATION_MODE,fba856d4dcb6d4e69d4e91ed0510f824fb7099748fa9a40304b2ec99ea74e5cc,CONFIRMATORY_RUN,50057,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\07_SEED_LEVEL_RESULTS.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\08_CONDITION_RESULTS.csv,1477,RESULT,PHASE8F_R2_PRESERVATION_MODE,229c1b531823b7f21f5399d24cf50d68f0f8aa3f225bdc47c5aeb35ce84eff48,CONFIRMATORY_RUN,1477,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\08_CONDITION_RESULTS.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\09_DECISIVE_CONTRASTS.csv,1736,RESULT,PHASE8F_R2_PRESERVATION_MODE,426fac11a7a123782ff99c6dbd6ba197136cf9de00b6dea9631a9026cb866594,CONFIRMATORY_RUN,1736,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\09_DECISIVE_CONTRASTS.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\12_FINAL_SUMMARY.json,10560,AUTHORITY|RESULT,PHASE8F_R2_PRESERVATION_MODE,fd62ac414e84704c2c3fc18377d1bdb860e85c8f3b9f8c2f911969e66a6a0e39,CONFIRMATORY_RUN,10560,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\12_FINAL_SUMMARY.json,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_AUC.csv,121,AUTHORITY|RESULT,PHASE8F_R2_PRESERVATION_MODE,ccc4339c6c60e26ecbcd64ed7fa72548c283206a7939eb6631a4351f22a80e8e,CONFIRMATORY_RUN,121,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_AUC.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_EDGE_PREVALENCE.csv,1912,AUTHORITY,PHASE8F_R2_PRESERVATION_MODE,bd39e4e4ac2a6481232f2d4c7b7ec0ae220e8709aa21324542a161ce2a2af870,CONFIRMATORY_RUN,1912,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_EDGE_PREVALENCE.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_FALSIFICATION_RESULTS_UPLOAD.zip,1057769,AUTHORITY|RESULT,PHASE8F_R2_PRESERVATION_MODE,05b68cfd38a054ffc47ce527e4ffdb99d6d968a2485f78023340229a7fb8f05f,CONFIRMATORY_RUN,1057769,08_PACKAGE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\08_PACKAGE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_FALSIFICATION_RESULTS_UPLOAD.zip,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_GROUP_SUMMARY.csv,347,AUTHORITY|RESULT,PHASE8F_R2_PRESERVATION_MODE,87993d813024d0c63193e0df2eecb574df4211e21bc3150549b461bf8bb31ed1,CONFIRMATORY_RUN,347,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_GROUP_SUMMARY.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_METHOD.json,3278,AUTHORITY|PROTOCOL,PHASE8F_R2_PRESERVATION_MODE,a6503c6477cb596e4c5a8fb203fc73ec1f4c0feb2d8f9ff258d0b94d4b485cc6,CONFIRMATORY_RUN,3278,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_METHOD.json,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RESULT_HASHES.csv,790,AUTHORITY|RESULT,PHASE8F_R2_PRESERVATION_MODE,16d418cb13cfa90936fbaddb32a200d8bf54dc2c8f04fd4623d2c9e12556fe10,CONFIRMATORY_RUN,790,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RESULT_HASHES.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RUN_SUMMARY.json,4590,AUTHORITY|RESULT,PHASE8F_R2_PRESERVATION_MODE,bb555cc605826969e16581050300575241b0a05b7a90969f142a71f3747dd195,CONFIRMATORY_RUN,4590,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_RUN_SUMMARY.json,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_THRESHOLD_STATISTICS.csv,792,AUTHORITY,PHASE8F_R2_PRESERVATION_MODE,60c489c5b04afbf475e6d862d767a4cc30cf051830841f2eb7ee24d7376f2368,CONFIRMATORY_RUN,792,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\FINAL_FALSIFICATION_RESULTS\FINAL_THRESHOLD_STATISTICS.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXPERIMENT_METHOD.json,2887,PROTOCOL,PHASE8F_R2_PRESERVATION_MODE,db00d1afe2847f594c0f2f4ca7a12cbbc68adcf4038949f564b5a980086ff89c,CONFIRMATORY_RUN,2887,01_PROTOCOL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXPERIMENT_METHOD.json,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_CONTROL_FULL_RESULTS.txt,21053518,RESULT,PHASE8F_R2_PRESERVATION_MODE,e93845f48fa86ea93743df8bfc0eb40033ce716f70678ef998190fe64548eb19,CONFIRMATORY_RUN,21053518,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_CONTROL_FULL_RESULTS.txt,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_MESSAGE_KERNEL_SCORES.csv,20967176,RESULT,PHASE8F_R2_PRESERVATION_MODE,3c8d5ff2bbdadcb21e1bfdbfa1adf78974b18b940835b353da8d8b2b91bb4e9f,CONFIRMATORY_RUN,20967176,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_MESSAGE_KERNEL_SCORES.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_SOURCE_SUMMARY.csv,373,RESULT,PHASE8F_R2_PRESERVATION_MODE,a6418acbedfbb2441e1f26789ac1ba33bac726af7d8ba7f7bbfe955330a760c3,CONFIRMATORY_RUN,373,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KERNEL_GRAPH_EXTERNAL_CONTROL\EXTERNAL_SOURCE_SUMMARY.csv,PASS,
RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\04_KERNEL_METHOD.json,2130,PROTOCOL,PHASE8F_R2_PRESERVATION_MODE,843f18d2f4056038f5ee30e42c755e915d5c9637d2904a546d69162249348d64,CONFIRMATORY_RUN,2130,01_PROTOCOL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\01_PROTOCOL\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\KEXT_V2_DIAGNOSTIC_OUTCOME\04_KERNEL_METHOD.json,PASS,
