RUN_ID,CANONICAL_ID,CANONICAL_NAME,FULL_PATH,FILE_NAME,EXTENSION,SIZE_BYTES,MATCHED_ALIASES,SOURCE_CLUSTER,ROLE_SIGNALS,DISCOVERY_CLASS,DIRECT_PATH_COMPONENT,DIRECT_FILENAME,TEXT_IDENTIFIES_F2A,INCOMPLETE_BRANCH_SIGNAL,DOWNSTREAM_REFERENCE_LOCATION,COPY_OR_PROVENANCE_LOCATION,F2A_EVIDENCE_SCORE
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\RUN_F2_B.py,RUN_F2_B.py,.py,35737,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RUNNER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-10
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\RUN_WF1_B_FRESH14_ADAPTER.py,RUN_WF1_B_FRESH14_ADAPTER.py,.py,36647,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RUNNER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-10
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\RUN_WF1_B_FRESH14_ADAPTER_R3.py,RUN_WF1_B_FRESH14_ADAPTER_R3.py,.py,36431,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RUNNER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-10
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\F2_B_FROZEN_SPEC.json,F2_B_FROZEN_SPEC.json,.json,1572,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,True,True,False,-15
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\F2_BR2_FROZEN_SPEC.json,F2_BR2_FROZEN_SPEC.json,.json,8369,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,True,True,False,-15
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\02_ACTIVE_CAUSAL_PLAN\WF2_ACTIVE_CAUSAL_FROZEN_PROMPTS.csv,WF2_ACTIVE_CAUSAL_FROZEN_PROMPTS.csv,.csv,1624440,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,True,True,False,-15
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\07_ADJUDICATION\WF2_A_V13_ADJUDICATION.json,WF2_A_V13_ADJUDICATION.json,.json,632,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,True,True,False,-15
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ADJUDICATION\WF2_A_V13_ADJUDICATION.json,WF2_A_V13_ADJUDICATION.json,.json,632,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,True,True,False,-15
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\06_DIAGNOSTIC\WF3_F2_AUTHORITY_CANDIDATES.csv,WF3_F2_AUTHORITY_CANDIDATES.csv,.csv,100906,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,True,True,False,-15
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\BR1_LATER_HOLD_POS_FEATURES.csv,BR1_LATER_HOLD_POS_FEATURES.csv,.csv,188434,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RESULT,PRIMARY_CANDIDATE,False,False,False,True,True,False,-17
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\EARLY_NEG_V2_FEATURES.csv,EARLY_NEG_V2_FEATURES.csv,.csv,93038,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RESULT,PRIMARY_CANDIDATE,False,False,False,True,True,False,-17
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\EARLY_POS_V2_FEATURES.csv,EARLY_POS_V2_FEATURES.csv,.csv,54865,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RESULT,PRIMARY_CANDIDATE,False,False,False,True,True,False,-17
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\LATER_HOLD_NEG_V2_FEATURES.csv,LATER_HOLD_NEG_V2_FEATURES.csv,.csv,198584,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RESULT,PRIMARY_CANDIDATE,False,False,False,True,True,False,-17
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\LATER_HOLD_POS_V2_FEATURES.csv,LATER_HOLD_POS_V2_FEATURES.csv,.csv,185024,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,RESULT,PRIMARY_CANDIDATE,False,False,False,True,True,False,-17
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\POSTRUN_PARSE_AUDIT\WF2_AUDIT_ACTIVE_PARSEABILITY.py,WF2_AUDIT_ACTIVE_PARSEABILITY.py,.py,2591,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\POSTRUN_VALIDATION_AUDIT\WF2_AUDIT_ACTIVE_VALIDATION.py,WF2_AUDIT_ACTIVE_VALIDATION.py,.py,5748,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\00_DETECTOR_MANIFEST.csv,00_DETECTOR_MANIFEST.csv,.csv,3070,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\fixtures\PARITY_EXPECTED_V2.csv,PARITY_EXPECTED_V2.csv,.csv,8909,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\fixtures\WINDOW_PARITY_FIXTURE.json,WINDOW_PARITY_FIXTURE.json,.json,94422,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_A_PRECONSOLIDATION_DESTINATION_MANIFEST.csv,WF2_A_PRECONSOLIDATION_DESTINATION_MANIFEST.csv,.csv,5159,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_A_PRECONSOLIDATION_SOURCE_MANIFEST.csv,WF2_A_PRECONSOLIDATION_SOURCE_MANIFEST.csv,.csv,5159,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ACTIVE_VALIDATION_AUDIT\WF2_AUDIT_ACTIVE_VALIDATION.py,WF2_AUDIT_ACTIVE_VALIDATION.py,.py,5748,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,OTHER,PRIMARY_CANDIDATE,False,False,False,True,True,False,-25
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\01_PROTOCOL\WF2_A_PREREGISTRATION.txt,WF2_A_PREREGISTRATION.txt,.txt,775,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,PROTOCOL,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\01_PROTOCOL\WF2_A_PROSPECTIVE_SET_FREEZE.txt,WF2_A_PROSPECTIVE_SET_FREEZE.txt,.txt,332,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\WF1_B_FINAL_AUTHORITY_R3.zip,WF1_B_FINAL_AUTHORITY_R3.zip,.zip,72985,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\03_INPUTS\WF2_A_FROZEN_40_MATCHED_PAIRS.jsonl,WF2_A_FROZEN_40_MATCHED_PAIRS.jsonl,.jsonl,14870521,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\04_RUNNER\01_BUILD_FROZEN_PROSPECTIVE_SET.py,01_BUILD_FROZEN_PROSPECTIVE_SET.py,.py,1996,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\05_COMMANDS\01_FREEZE_PROSPECTIVE_DETECTOR.ps1,01_FREEZE_PROSPECTIVE_DETECTOR.ps1,.ps1,95,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\07_OUTPUT\FROZEN_SEGMENT_DISCOVERY.txt,FROZEN_SEGMENT_DISCOVERY.txt,.txt,18062,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE\WF2_ACTIVE_1680_FINAL_SHA256.csv,WF2_ACTIVE_1680_FINAL_SHA256.csv,.csv,216770,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE_RECORD.txt,WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE_RECORD.txt,.txt,644,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE\WF2_ACTIVE_PARSE_AUDIT_FINAL.csv,WF2_ACTIVE_PARSE_AUDIT_FINAL.csv,.csv,328205,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_FINAL_ADJUDICATION_CONSOLE.txt,WF2_FINAL_ADJUDICATION_CONSOLE.txt,.txt,3390,f2_a,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,AUTHORITY,PRIMARY_CANDIDATE,False,False,False,False,True,False,-30
