SEQUENCE_NO,RUN_ID,CANONICAL_ID,CANONICAL_NAME,HISTORICAL_STATUS,SELECTION_SOURCE,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR,ORIGINAL_PHASE8G_DESTINATION,HYDRATION_VERSION
302,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\EXTRACTION_COUNTS.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\EXTRACTION_COUNTS.json,05_OUTPUTS,210,baa2d0ea1ec26c06597f5bf20ade5cfb714d802f87fe82efa7857d5691bab63e,baa2d0ea1ec26c06597f5bf20ade5cfb714d802f87fe82efa7857d5691bab63e,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\EXTRACTION_COUNTS.json,PHASE8G_ORIGINAL_VERIFIED
303,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\WILDCHAT_EXACT_FROZEN_FEATURES.parquet,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\09_FREEZE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\WILDCHAT_EXACT_FROZEN_FEATURES.parquet,09_FREEZE,1689239,20f67c341bdc22fbe30486540945600e0e427181f3289be4e970c3d623e8724d,20f67c341bdc22fbe30486540945600e0e427181f3289be4e970c3d623e8724d,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\09_FREEZE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\WILDCHAT_EXACT_FROZEN_FEATURES.parquet,PHASE8G_ORIGINAL_VERIFIED
304,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\05_PRIMARY_RESULTS\PRIMARY_EXTERNAL_SEPARATION.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\05_PRIMARY_RESULTS\PRIMARY_EXTERNAL_SEPARATION.csv,05_OUTPUTS,298,836c660d47b5236b522a7710798555f6402e5dda02b3909d7718757632b196ea,836c660d47b5236b522a7710798555f6402e5dda02b3909d7718757632b196ea,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\05_PRIMARY_RESULTS\PRIMARY_EXTERNAL_SEPARATION.csv,PHASE8G_ORIGINAL_VERIFIED
305,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\EXTERNAL_SCORE_QUANTILES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\EXTERNAL_SCORE_QUANTILES.csv,05_OUTPUTS,924,d774097abcb2824fb2d2faa844b7e8f9c383a79c4338aa8f8497f079a05a10aa,d774097abcb2824fb2d2faa844b7e8f9c383a79c4338aa8f8497f079a05a10aa,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\EXTERNAL_SCORE_QUANTILES.csv,PHASE8G_ORIGINAL_VERIFIED
306,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\FROZEN_THRESHOLD_TAIL_RARITY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\09_FREEZE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\FROZEN_THRESHOLD_TAIL_RARITY.csv,09_FREEZE,1277,5a3805d3ef02e7c3a517bd0c955dae80c3d199454d8341136b24f41c7493e05d,5a3805d3ef02e7c3a517bd0c955dae80c3d199454d8341136b24f41c7493e05d,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\09_FREEZE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\FROZEN_THRESHOLD_TAIL_RARITY.csv,PHASE8G_ORIGINAL_VERIFIED
307,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\LINEAGE_EXTERNAL_PERCENTILE_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\LINEAGE_EXTERNAL_PERCENTILE_SUMMARY.csv,05_OUTPUTS,213,cafbeffea87e19256960f8f251956227673a125dee14c9a037c10b2107b0b4a2,cafbeffea87e19256960f8f251956227673a125dee14c9a037c10b2107b0b4a2,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\LINEAGE_EXTERNAL_PERCENTILE_SUMMARY.csv,PHASE8G_ORIGINAL_VERIFIED
308,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\LINEAGE_EXTERNAL_PERCENTILES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\LINEAGE_EXTERNAL_PERCENTILES.csv,05_OUTPUTS,25697,3e182ac2e3210062978f5aba334c5f9e881695772f0d4ed13ef3ec3a765fc891,3e182ac2e3210062978f5aba334c5f9e881695772f0d4ed13ef3ec3a765fc891,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\LINEAGE_EXTERNAL_PERCENTILES.csv,PHASE8G_ORIGINAL_VERIFIED
309,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_CALIBRATION_GATE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_CALIBRATION_GATE.csv,05_OUTPUTS,245,97a985b736f70a64c4cd2a0874ff500f4f729c131a2a81b3b0d9f078a3dc44bd,97a985b736f70a64c4cd2a0874ff500f4f729c131a2a81b3b0d9f078a3dc44bd,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_CALIBRATION_GATE.csv,PHASE8G_ORIGINAL_VERIFIED
310,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_CONDITIONAL_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_CONDITIONAL_RESULTS.csv,05_OUTPUTS,446,380fd1bb4751cadf7cd9d49714572b6dba2355a5bfb83d82068999b3eadb5897,380fd1bb4751cadf7cd9d49714572b6dba2355a5bfb83d82068999b3eadb5897,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_CONDITIONAL_RESULTS.csv,PHASE8G_ORIGINAL_VERIFIED
311,RUN-009,CAN-F2-A,F2-A - Incomplete Earlier Branch,INCOMPLETE_RUN_SUBRUN_OF_EXP-011,F2A_OUTPUT_MANIFEST_RESOLUTION,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_PER_LINEAGE_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_PER_LINEAGE_RESULTS.csv,05_OUTPUTS,10449,d679663902806fa62c302ac0285fff2021214f3e86cd4e9fe58d10de91e09f92,d679663902806fa62c302ac0285fff2021214f3e86cd4e9fe58d10de91e09f92,True,COPIED_AND_VERIFIED,,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\05_OUTPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\07_NUISANCE_CONTROL\CEM_PER_LINEAGE_RESULTS.csv,PHASE8G_ORIGINAL_VERIFIED
