SEED,FRAME,PROMPT_SHA256,LABELS,PROMPT
1004,N1_COHERENT,c020be057504bc9acbad9685ae9f51cab13f3024b4e1410caa5eeaf0af88d327,ND6AC|NC9B4|N629D|N4D9D|ND674|NDB83|N9E5A|NBF15,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""ND6AC"",""NC9B4"",""N629D"",""N4D9D"",""ND674"",""NDB83"",""N9E5A"",""NBF15""]}"
1004,N2_STABLE,cb42f96afc42c35744cd113efb88419979211a6e242baa4cdf11d47346b1d58f,N2055|ND1F9|N031C|NBBD8|NF4C4|N4D2C|NBD83|N7B8B,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N2055"",""ND1F9"",""N031C"",""NBBD8"",""NF4C4"",""N4D2C"",""NBD83"",""N7B8B""]}"
1004,N3_COMPACT,af448ffc3406259d4c4e7fdc0b6b77f2c4524c8027626c2bfb9061e6d5658116,NF9F3|N31D3|N8AD4|NE1E2|N7AF8|NEF29|N9642|NED21,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NF9F3"",""N31D3"",""N8AD4"",""NE1E2"",""N7AF8"",""NEF29"",""N9642"",""NED21""]}"
1005,N1_COHERENT,6334164eb80d7a86b1e6fcc62eed85bf7d693a1762d2fc2db44cc7fd28b4165c,N4CE4|N893D|N8D96|N7458|NEFB9|NE6ED|N92B1|N293F,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N4CE4"",""N893D"",""N8D96"",""N7458"",""NEFB9"",""NE6ED"",""N92B1"",""N293F""]}"
1005,N2_STABLE,799f8707e84a924fbc10224e82543e9e3096296aa3b949f24bd05e53c9b5d863,NAE7B|NFB97|N2E2C|NFCB2|NA8C6|NCEB0|N33DD|NA47C,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NAE7B"",""NFB97"",""N2E2C"",""NFCB2"",""NA8C6"",""NCEB0"",""N33DD"",""NA47C""]}"
1005,N3_COMPACT,722a5c1e466ecd49a20ff4f6d54c89bdd754d357ed94843981b2958960150afb,N2B1A|NC204|NF586|NA004|N0997|N8EAE|N5312|N96E5,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N2B1A"",""NC204"",""NF586"",""NA004"",""N0997"",""N8EAE"",""N5312"",""N96E5""]}"
1006,N1_COHERENT,1975a85e963f8003648c2f2a45ce8ed61c28478cb1704dfeeeb998b6ad19b0dd,ND1B7|N8AF0|NAA7F|N5F9C|N3E56|N793A|NA0BF|N2E12,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""ND1B7"",""N8AF0"",""NAA7F"",""N5F9C"",""N3E56"",""N793A"",""NA0BF"",""N2E12""]}"
1006,N2_STABLE,bac17425d5c40e5df9f61e29c31aadaaf8aecb985869bb1e189628d0ad5468c5,N2C79|ND2BC|NFFBC|NA149|N5FE6|N40BB|N3E0D|NB161,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N2C79"",""ND2BC"",""NFFBC"",""NA149"",""N5FE6"",""N40BB"",""N3E0D"",""NB161""]}"
1006,N3_COMPACT,16589380cebe4cc399f33a094d87bf8776ccfa00ab36d0793fa53686b324db52,N2CBC|NE75E|N6F99|NEC6D|NE395|N34EA|N9DA5|N1D4A,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N2CBC"",""NE75E"",""N6F99"",""NEC6D"",""NE395"",""N34EA"",""N9DA5"",""N1D4A""]}"
1007,N1_COHERENT,7e7a814a6381a549a88dff1f06d451d41dc68bbef3b2838524ed3d1b117f7b67,N9AD2|NB734|N8C44|N386F|NEEBB|N26DD|NA2C8|NB0B6,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N9AD2"",""NB734"",""N8C44"",""N386F"",""NEEBB"",""N26DD"",""NA2C8"",""NB0B6""]}"
1007,N2_STABLE,61bef820c524a6c46c65b3264025c92c1faf002c983af5a386d3ffc247a365d7,NBDC2|N2898|N8E96|N18B8|ND809|N7991|NB0EB|NF52D,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NBDC2"",""N2898"",""N8E96"",""N18B8"",""ND809"",""N7991"",""NB0EB"",""NF52D""]}"
1007,N3_COMPACT,492bf8809651e3bbeb7262d58df8ae6ac8e56b720905c23ac028aea4a631e08b,N092E|NBEB0|N320D|N0819|NFB68|N45B7|N82EA|NDEDD,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N092E"",""NBEB0"",""N320D"",""N0819"",""NFB68"",""N45B7"",""N82EA"",""NDEDD""]}"
1008,N1_COHERENT,153284c43102b55882f8e94109810b69b266de423ab43bd940d2d6531a69c7e6,N6ECA|NE366|N5101|NBEEC|N60A2|NB96C|NC58D|N2FF3,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N6ECA"",""NE366"",""N5101"",""NBEEC"",""N60A2"",""NB96C"",""NC58D"",""N2FF3""]}"
1008,N2_STABLE,61cc95871c0ff8233fd38752df22ec54d897b0c9e1fa066617f1fd809ea39ec9,N021D|N0AD3|N2E11|NEAF0|N63CE|N07BC|NC45C|N2A08,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N021D"",""N0AD3"",""N2E11"",""NEAF0"",""N63CE"",""N07BC"",""NC45C"",""N2A08""]}"
1008,N3_COMPACT,4dbad77481ed579a92c9c0b218c941c9e5b6a9b6189c7ac7bf9a2be21e87ced7,N472E|NB991|NC989|N0E5D|N3082|NDADC|NA51E|N8E8B,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N472E"",""NB991"",""NC989"",""N0E5D"",""N3082"",""NDADC"",""NA51E"",""N8E8B""]}"
1009,N1_COHERENT,33205c5841254c4e94a9fb501dcf29782da7e3c1c335a1e51c47a2aa8d8462d3,N8DE2|NE06E|N2F70|N3C57|N23EE|N51C7|N09E7|ND463,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N8DE2"",""NE06E"",""N2F70"",""N3C57"",""N23EE"",""N51C7"",""N09E7"",""ND463""]}"
1009,N2_STABLE,aaf5f6df4607fbda0df1896ccc347bc6260369d91b372d6ed05d7a712f47b6ad,N8776|N146D|N058F|N353B|N5648|N01A2|N685E|N34AD,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N8776"",""N146D"",""N058F"",""N353B"",""N5648"",""N01A2"",""N685E"",""N34AD""]}"
1009,N3_COMPACT,d82d873140de8a016a0f12d4dc81d1b2ecceb9b5ae840309c2246c61d75177e8,NBFCB|N576F|N9239|N16D7|N72A4|N0351|N76ED|N4D6B,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NBFCB"",""N576F"",""N9239"",""N16D7"",""N72A4"",""N0351"",""N76ED"",""N4D6B""]}"
1010,N1_COHERENT,0c9f27dccf3c564776b3523836f7c2fe2396a4bb391cbbda58d2a8f4c46fb788,N6481|ND1C6|N97D2|N1B4D|NFA29|NC959|NEBDE|NE290,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N6481"",""ND1C6"",""N97D2"",""N1B4D"",""NFA29"",""NC959"",""NEBDE"",""NE290""]}"
1010,N2_STABLE,c834372ba8896f3ba405ac5b4bf3f60e6da80c1aa25749a40dbd58ec0bf1ff51,NF170|NE706|N63C3|N29F2|NAA6B|NEEDF|N1143|N11BC,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NF170"",""NE706"",""N63C3"",""N29F2"",""NAA6B"",""NEEDF"",""N1143"",""N11BC""]}"
1010,N3_COMPACT,1b70803f83736797271645d67da8e26dd4c9d31489ab02c1a89ce00a3207b779,N3641|N5EFC|N1055|N11CA|N45BB|N94A8|N6BBD|N2690,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N3641"",""N5EFC"",""N1055"",""N11CA"",""N45BB"",""N94A8"",""N6BBD"",""N2690""]}"
1011,N1_COHERENT,b1fed070599e997ef144db7a3b9c3a49243d18dcb4ffcc3046aafd97d462fc48,N640F|NF8F6|N8E92|NE348|N0E38|N6465|ND0A1|ND6F0,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N640F"",""NF8F6"",""N8E92"",""NE348"",""N0E38"",""N6465"",""ND0A1"",""ND6F0""]}"
1011,N2_STABLE,a5e7e4c8e88f54bef041e754d872066e33fb06ceba5f9bf7f30173b8b862bf21,NE439|NC2F5|N0B07|NB66D|NF6C1|N01E5|N2574|NB918,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NE439"",""NC2F5"",""N0B07"",""NB66D"",""NF6C1"",""N01E5"",""N2574"",""NB918""]}"
1011,N3_COMPACT,ce011469a8f41733450edf268c378622bb8b69b63db6ab41fa19956765cdc483,N4E02|NC64D|NB0ED|N3BAE|N76EB|NE3BB|NDA02|NBF55,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N4E02"",""NC64D"",""NB0ED"",""N3BAE"",""N76EB"",""NE3BB"",""NDA02"",""NBF55""]}"
1012,N1_COHERENT,646c9215303b71228151312e02dd682007d80b573c0de915108a35ac8b34a4a8,N0B08|N18F5|NB8FF|N0E30|NC441|N498E|N6C4C|NB57D,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N0B08"",""N18F5"",""NB8FF"",""N0E30"",""NC441"",""N498E"",""N6C4C"",""NB57D""]}"
1012,N2_STABLE,7e3ad519e0182e7255d29421e258c095e2ef02dd49cf896e400989083bfc905f,N19EE|N274C|N9272|NCEC3|N3F8E|N4F5A|NAAE8|N5315,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""N19EE"",""N274C"",""N9272"",""NCEC3"",""N3F8E"",""N4F5A"",""NAAE8"",""N5315""]}"
1012,N3_COMPACT,9a94a2a646ebfba7e783a2a4412261eeb6ae2516b9eb66573ec51acc695f360a,NB2EA|N1885|N9EDA|N275A|N4607|NF6FA|NA3CD|N67B7,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NB2EA"",""N1885"",""N9EDA"",""N275A"",""N4607"",""NF6FA"",""NA3CD"",""N67B7""]}"
1013,N1_COHERENT,7acda48bdf61555da256c8bc325fcaef13cdb1ab805cc42d3decd310886cd59d,NFF27|N112A|NFC14|NC83E|N52CF|NE0EF|N4952|N743B,"Choose a coherent nontrivial directed dependency structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NFF27"",""N112A"",""NFC14"",""NC83E"",""N52CF"",""NE0EF"",""N4952"",""N743B""]}"
1013,N2_STABLE,a292b55855dba529cf2a58e4cf124641cb1a335469ae564ffc9d4d5c9fdf5b1b,NFA69|NBE53|N65F1|N6F67|N89FE|N0448|N1AC0|N9649,"Choose a stable internally consistent directed relational structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NFA69"",""NBE53"",""N65F1"",""N6F67"",""N89FE"",""N0448"",""N1AC0"",""N9649""]}"
1013,N3_COMPACT,5f0317888b271262732652a0d548e6ec6892ebdfc6e5b397847cee237d7e167e,NDEF1|NC127|N9F9A|NA7ED|N4CAB|NE9EE|N5335|N4ABF,"Choose a compact nontrivial directed interaction structure among the supplied opaque nodes. Use exactly the supplied 8 opaque nodes and exactly 10 directed edges. Do not use self-edges or duplicate edges. Node names are meaningless. Return exactly one JSON object and no prose with key E only; E must be a list of exactly 10 [source,target] pairs. Do not use named theories, architectures, domains, hierarchies, feedback terminology, or semantic labels.
INPUT={""nodes"":[""NDEF1"",""NC127"",""N9F9A"",""NA7ED"",""N4CAB"",""NE9EE"",""N5335"",""N4ABF""]}"
