SEQUENCE_NO,RUN_ID,CANONICAL_ID,CANONICAL_NAME,HISTORICAL_STATUS,SELECTION_SOURCE,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR
229,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\05_POSTFREEZE_NUISANCE_AUDIT\COMPLETE_CONTINUOUS_FEATURE_NUISANCE_PREDICTABILITY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\05_POSTFREEZE_NUISANCE_AUDIT\COMPLETE_CONTINUOUS_FEATURE_NUISANCE_PREDICTABILITY.csv,09_FREEZE,1021,,,False,COPY_OR_VERIFY_ERROR,[Errno 2] No such file or directory: 'C:\\RSOS\\RSOS_CANONICAL_EXPERIMENT_CHAIN\\90_RUN_RECORDS\\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\\09_FREEZE\\SOURCE\\Training data\\F1_DEV_LMARENA_BLIND_R3_HARDENED\\05_POSTFREEZE_NUISANCE_AUDIT\\COMPLETE_CONTINUOUS_FEATURE_NUISANCE_PREDICTABILITY.csv.phase8g.partial'
230,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\05_POSTFREEZE_NUISANCE_AUDIT\WITHIN_PROVIDER_GENERIC_DEPENDENCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\05_POSTFREEZE_NUISANCE_AUDIT\WITHIN_PROVIDER_GENERIC_DEPENDENCE.csv,00_CONTROL,378,be2d3b47c4e1a27ffc21df6d444f430e8c40620c2d11111183e93e2fead6f5b3,be2d3b47c4e1a27ffc21df6d444f430e8c40620c2d11111183e93e2fead6f5b3,True,COPIED_AND_VERIFIED,
231,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\06_PLANTED_V12_GRAPH_CALIBRATION\PLANTED_V12_GRAPH_CALIBRATION_RESULT.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\06_PLANTED_V12_GRAPH_CALIBRATION\PLANTED_V12_GRAPH_CALIBRATION_RESULT.csv,05_OUTPUTS,159,,,False,COPY_OR_VERIFY_ERROR,[Errno 2] No such file or directory: 'C:\\RSOS\\RSOS_CANONICAL_EXPERIMENT_CHAIN\\90_RUN_RECORDS\\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\\05_OUTPUTS\\SOURCE\\Training data\\F1_DEV_LMARENA_BLIND_R3_HARDENED\\06_PLANTED_V12_GRAPH_CALIBRATION\\PLANTED_V12_GRAPH_CALIBRATION_RESULT.csv.phase8g.partial'
232,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\06_PLANTED_V12_GRAPH_CALIBRATION\PLANTED_V12_GRAPH_DATA.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\06_PLANTED_V12_GRAPH_CALIBRATION\PLANTED_V12_GRAPH_DATA.csv,00_CONTROL,820336,b78ac6ed7f6c92faacd697ea6e7f97fa2810c37da543c5eff428bae13535e892,b78ac6ed7f6c92faacd697ea6e7f97fa2810c37da543c5eff428bae13535e892,True,COPIED_AND_VERIFIED,
233,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\07_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\07_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv,00_CONTROL,1150,45bcf76032f8657d6452a7fc77046ec89e31bcc474fa703f9bb9c99ce6b1cf1d,45bcf76032f8657d6452a7fc77046ec89e31bcc474fa703f9bb9c99ce6b1cf1d,True,COPIED_AND_VERIFIED,
234,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\08_FROZEN_MODELS\FROZEN_PIPELINE.joblib,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\08_FROZEN_MODELS\FROZEN_PIPELINE.joblib,09_FREEZE,63793134,3d25179bc6b8abdbe77a9c340892772c886e5575bed90e80fd520cd7be7dec46,3d25179bc6b8abdbe77a9c340892772c886e5575bed90e80fd520cd7be7dec46,True,COPIED_AND_VERIFIED,
235,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_COMPLETE.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\08_PACKAGE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_COMPLETE.zip,08_PACKAGE,126305888,aef92bff53d030d6e9333d3df71086f76cae8d111d4e853c7232b56f0c016e6d,aef92bff53d030d6e9333d3df71086f76cae8d111d4e853c7232b56f0c016e6d,True,COPIED_AND_VERIFIED,
236,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\08_PACKAGE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,08_PACKAGE,63138359,6d67b8f0f164fbb3fc832da7cdbe9e5599a3d9c1876dad22fe139f7632351f23,6d67b8f0f164fbb3fc832da7cdbe9e5599a3d9c1876dad22fe139f7632351f23,True,COPIED_AND_VERIFIED,
237,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_R3_COMPLETE.marker,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\F1_DEV_R3_COMPLETE.marker,09_FREEZE,134,70499e66321a6feb9b41d03839d340fa19c9fe6fa87fd08e0776949b61e3356d,70499e66321a6feb9b41d03839d340fa19c9fe6fa87fd08e0776949b61e3356d,True,COPIED_AND_VERIFIED,
238,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.ps1,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\03_RUNNER\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.ps1,03_RUNNER,1314,48df3d78d1fafe1340379a971a92858a8dc1ead371a99311f6aafe44f771b489,48df3d78d1fafe1340379a971a92858a8dc1ead371a99311f6aafe44f771b489,True,COPIED_AND_VERIFIED,
239,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\03_RUNNER\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.py,03_RUNNER,24669,9010026f966382bce06b9becf4e734d18ee779cac1ef67811d586b9f51f88b0b,9010026f966382bce06b9becf4e734d18ee779cac1ef67811d586b9f51f88b0b,True,COPIED_AND_VERIFIED,
240,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.ps1,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\03_RUNNER\SOURCE\Training data\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.ps1,03_RUNNER,1314,48df3d78d1fafe1340379a971a92858a8dc1ead371a99311f6aafe44f771b489,48df3d78d1fafe1340379a971a92858a8dc1ead371a99311f6aafe44f771b489,True,COPIED_AND_VERIFIED,
241,RUN-006,CAN-F1-R3,F1 Development R3 - LM Arena Blind Hardened,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\Training data\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-006__F1_Development_R3_LM_Arena_Blind_Hardened\03_RUNNER\SOURCE\Training data\RUN_F1_DEV_LMARENA_BLIND_R3_HARDENED.py,03_RUNNER,24669,9010026f966382bce06b9becf4e734d18ee779cac1ef67811d586b9f51f88b0b,9010026f966382bce06b9becf4e734d18ee779cac1ef67811d586b9f51f88b0b,True,COPIED_AND_VERIFIED,
